,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
2414,cap_and_trade,Energy issues likely to be on voters' minds,"Randazzo, Ryan","Arizona Republic; Phoenix, Ariz.","Jul 21, 2008","Phoenix, Ariz.",,Front,https://www.proquest.com/newspapers/energy-issues-likely-be-on-voters-minds/docview/239023933/se-2?accountid=13360,AZ
2802,cap_and_trade,ADEQ caught in climate dispute at state Capitol,"Pitzl, Mary Jo","Arizona Republic; Phoenix, Ariz.","Nov 14, 2008","Phoenix, Ariz.",,Front,https://www.proquest.com/newspapers/adeq-caught-climate-dispute-at-state-capitol/docview/239058372/se-2?accountid=13360,AZ
2994,cap_and_trade,Candidates differ over environmental issues,"Richardson, Ginger D","Arizona Republic; Phoenix, Ariz.","Sep 8, 2008","Phoenix, Ariz.",,Front,https://www.proquest.com/newspapers/candidates-differ-over-environmental-issues/docview/239061120/se-2?accountid=13360,AZ
3232,cap_and_trade,Leading the way to cleaner air,"McKinnon, Shaun","Arizona Republic; Phoenix, Ariz.","Jun 23, 2008","Phoenix, Ariz.",,Front,https://www.proquest.com/newspapers/leading-way-cleaner-air/docview/239071492/se-2?accountid=13360,AZ
3320,cap_and_trade,"Ariz. allies, foes of climate plan quick to react","Loomis, Brandon","Arizona Republic; Phoenix, Ariz.","Jun 26, 2013","Phoenix, Ariz.",A.4,Front,https://www.proquest.com/newspapers/ariz-allies-foes-climate-plan-quick-react/docview/1400159449/se-2?accountid=13360,AZ
3818,cap_and_trade,Incentives needed to halt warming,,"Arizona Republic; Phoenix, Ariz.","Oct 31, 2008","Phoenix, Ariz.",,Opinions,https://www.proquest.com/newspapers/incentives-needed-halt-warming/docview/239107763/se-2?accountid=13360,AZ
4355,cap_and_trade,July 4 celebrations may just fizzle with our freedoms,"Turley-Hansen, Linda","Arizona Republic; Phoenix, Ariz.","Jul 8, 2009","Phoenix, Ariz.",,Gilbert Republic 12,https://www.proquest.com/newspapers/july-4-celebrations-may-just-fizzle-with-our/docview/239205404/se-2?accountid=13360,AZ
4480,cap_and_trade,Emissions restrictions thwarted,"Pitzl, Mary Jo","Arizona Republic; Phoenix, Ariz.","May 13, 2008","Phoenix, Ariz.",,VALLEY & State,https://www.proquest.com/newspapers/emissions-restrictions-thwarted/docview/239062929/se-2?accountid=13360,AZ
4621,cap_and_trade,Governor change could shift state's climate policies,,"Arizona Republic; Phoenix, Ariz.","Nov 26, 2008","Phoenix, Ariz.",,Front,https://www.proquest.com/newspapers/governor-change-could-shift-states-climate/docview/239138815/se-2?accountid=13360,AZ
5436,cap_and_trade,Clock ticks on Congress' bold agenda,"Nowicki, Dan","Arizona Republic; Phoenix, Ariz.","Jan 17, 2010","Phoenix, Ariz.",,Front,https://www.proquest.com/newspapers/clock-ticks-on-congress-bold-agenda/docview/239232761/se-2?accountid=13360,AZ
5497,cap_and_trade,A critical test for Obama,"Hansen, Ronald J","Arizona Republic; Phoenix, Ariz.","Aug 24, 2008","Phoenix, Ariz.",,Front,https://www.proquest.com/newspapers/critical-test-obama/docview/239063331/se-2?accountid=13360,AZ
5513,cap_and_trade,Selection of Palin as VP stirs up race,,"Arizona Republic; Phoenix, Ariz.","Aug 30, 2008","Phoenix, Ariz.",,Front,https://www.proquest.com/newspapers/selection-palin-as-vp-stirs-up-race/docview/239018737/se-2?accountid=13360,AZ
5518,cap_and_trade,"The EPA's plan: Curb air pollution. The power plant's response: Too costly. The stakeholders: 2 tribes, cities and you.","McKinnon, Shaun","Arizona Republic; Phoenix, Ariz.","Nov 1, 2009","Phoenix, Ariz.",,Front,https://www.proquest.com/newspapers/epas-plan-curb-air-pollution-power-plants/docview/239225770/se-2?accountid=13360,AZ
5540,cap_and_trade,REPUBLIC RECOMMENDS,,"Arizona Republic; Phoenix, Ariz.","Jul 25, 2010","Phoenix, Ariz.",,Opinions,https://www.proquest.com/newspapers/republic-recommends/docview/734634217/se-2?accountid=13360,AZ
6105,carbon_tax,Pushing for cleaner energy,"McKinnon, Shaun","Arizona Republic; Phoenix, Ariz.","Jun 24, 2008","Phoenix, Ariz.",,Front,https://www.proquest.com/newspapers/pushing-cleaner-energy/docview/239031083/se-2?accountid=13360,AZ
6314,carbon_tax,Project for biofuel taps Valley firm,"Stanley, John","Arizona Republic; Phoenix, Ariz.","Feb 19, 2011","Phoenix, Ariz.",,Business,https://www.proquest.com/newspapers/project-biofuel-taps-valley-firm/docview/852731554/se-2?accountid=13360,AZ
