,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
14167,net_metering,Gifts flow in as solar policy is pushed: Indiana politicians received thousands,"Hopkins, Emily; Bowman, Sarah","Journal & Courier; Lafayette, Ind.","Nov 6, 2017","Lafayette, Ind.",A.5,News,https://www.proquest.com/newspapers/gifts-flow-as-solar-policy-is-pushed/docview/1960492421/se-2?accountid=13360,IN
14185,net_metering,Dark days linger for state's solar industry,"Bowman, Sarah; Hopkins, Emily","Indianapolis Star; Indianapolis, Ind.","Feb 18, 2019","Indianapolis, Ind.",A.1,News,https://www.proquest.com/newspapers/dark-days-linger-states-solar-industry/docview/2182432318/se-2?accountid=13360,IN
14188,net_metering,'Indiana is solidly on the bottom' for solar,"Bowman, Sarah; Hopkins, Emily","Star Press; Muncie, Ind.","Feb 18, 2019","Muncie, Ind.",A.4,News,https://www.proquest.com/newspapers/indiana-is-solidly-on-bottom-solar/docview/2182431060/se-2?accountid=13360,IN
14200,net_metering,"solar law may cast a shadow on savings: New Indiana measure reduces financial incentive for schools, churches","Bowman, Sarah","Indianapolis Star; Indianapolis, Ind.","Dec 31, 2017","Indianapolis, Ind.",A.1,News,https://www.proquest.com/newspapers/solar-law-may-cast-shadow-on-savings/docview/1982564603/se-2?accountid=13360,IN
14223,net_metering,"Solar law may cast shadow on school, church savings","Bowman, Sarah","Star Press; Muncie, Ind.","Dec 31, 2017","Muncie, Ind.",A.6,News,https://www.proquest.com/newspapers/solar-law-may-cast-shadow-on-school-church/docview/1982568678/se-2?accountid=13360,IN
14225,net_metering,First Friends Meeting installs solar panels: Church among local organizations to independently utilize renewable energy,"Shuey, Mickey","Palladium - Item; Richmond, Ind.","Feb 4, 2018","Richmond, Ind.",A.6,News,https://www.proquest.com/newspapers/first-friends-meeting-installs-solar-panels/docview/1993737522/se-2?accountid=13360,IN
14227,net_metering,Ruling may hurt Ind. solar market: Tariff case could increase cost of imported panels,"Hopkins, Emily","Indianapolis Star; Indianapolis, Ind.","Jan 1, 2018","Indianapolis, Ind.",A.1,News,https://www.proquest.com/newspapers/ruling-may-hurt-ind-solar-market/docview/1982812429/se-2?accountid=13360,IN
14228,net_metering,Ruling may hurt state's solar market: Tariff would increase cost of imported panels,"Hopkins, Emily","Journal & Courier; Lafayette, Ind.","Jan 1, 2018","Lafayette, Ind.",A.2,News,https://www.proquest.com/newspapers/ruling-may-hurt-states-solar-market/docview/1982812436/se-2?accountid=13360,IN
14248,net_metering,Metering meeting draws crowd: Proponents urge council members not to get rid of city's rules regarding excess generated solar power,"Truitt, Jason","Palladium - Item; Richmond, Ind.","Jun 6, 2018","Richmond, Ind.",A.4,News,https://www.proquest.com/newspapers/metering-meeting-draws-crowd/docview/2050341353/se-2?accountid=13360,IN
14273,net_metering,Let's put our energy into becoming more efficient,,"Indianapolis Star; Indianapolis, Ind.","Jun 20, 2010","Indianapolis, Ind.",,Editorial,https://www.proquest.com/newspapers/lets-put-our-energy-into-becoming-more-efficient/docview/506542269/se-2?accountid=13360,IN
14336,net_metering,Hoosier Environmental Council director answers reader questions,,"The Herald - Times; Bloomington, Ind.","Sep 14, 2012","Bloomington, Ind.",A.1,,https://www.proquest.com/newspapers/hoosier-environmental-council-director-answers/docview/1039316307/se-2?accountid=13360,IN
14344,net_metering,Swedish furniture maker moves ahead despite state Senate bill that critics claim dissuades solar energy investment,"Tuohy, John","Indianapolis Star; Indianapolis, Ind.","Feb 26, 2017","Indianapolis, Ind.",A.23,News,https://www.proquest.com/newspapers/swedish-furniture-maker-moves-ahead-despite-state/docview/1871913932/se-2?accountid=13360,IN
14346,net_metering,"Holcomb, Myers differ on environmental issues","Gibson, London; Bowman, Sarah","Star Press; Muncie, Ind.","Oct 11, 2020","Muncie, Ind.",A.6,News,https://www.proquest.com/newspapers/holcomb-myers-differ-on-environmental-issues/docview/2449720713/se-2?accountid=13360,IN
14366,net_metering,Council votes down proposed solar rules: Proposal would have aligned RP&L with state,"Truitt, Jason","Palladium - Item; Richmond, Ind.","Jul 4, 2018","Richmond, Ind.",A.5,News,https://www.proquest.com/newspapers/council-votes-down-proposed-solar-rules/docview/2063614975/se-2?accountid=13360,IN
14388,net_metering,Letters to the editor,,"Indianapolis Star; Indianapolis, Ind.","Dec 24, 2020","Indianapolis, Ind.",A.1,News,https://www.proquest.com/newspapers/letters-editor/docview/2472261685/se-2?accountid=13360,IN
14411,net_metering,Indiana reps ready with new legislation,"Ronco, Ed","South Bend Tribune; South Bend, Ind.","Jan 7, 2009","South Bend, Ind.",B.3,,https://www.proquest.com/newspapers/indiana-reps-ready-with-new-legislation/docview/417595885/se-2?accountid=13360,IN
14460,net_metering,Keep choices in the mix for smart energy policy,"Merritt, Jim","Indianapolis Star; Indianapolis, Ind.","Sep 21, 2009","Indianapolis, Ind.",,Editorial,https://www.proquest.com/newspapers/keep-choices-mix-smart-energy-policy/docview/241023475/se-2?accountid=13360,IN
14463,net_metering,21st Century Scholars must complete program,Bradley; Daniel,"Indianapolis Star; Indianapolis, Ind.","Jan 29, 2017","Indianapolis, Ind.",A.19,Opinion,https://www.proquest.com/newspapers/21st-century-scholars-must-complete-program/docview/1862635591/se-2?accountid=13360,IN
14532,net_metering,5 top priorities for our state,,"Indianapolis Star; Indianapolis, Ind.","Jan 3, 2010","Indianapolis, Ind.",,Editorial,https://www.proquest.com/newspapers/5-top-priorities-our-state/docview/241102242/se-2?accountid=13360,IN
14538,net_metering,Candidate unveils green jobs plan,"Ronco, Ed","South Bend Tribune; South Bend, Ind.","Jul 31, 2008","South Bend, Ind.",B.3,,https://www.proquest.com/newspapers/candidate-unveils-green-jobs-plan/docview/417568594/se-2?accountid=13360,IN
14540,net_metering,Leave reproductive decisions to women and their doctors,,"Indianapolis Star; Indianapolis, Ind.","Feb 21, 2019","Indianapolis, Ind.",A.2,Opinion,https://www.proquest.com/newspapers/leave-reproductive-decisions-women-their-doctors/docview/2184082856/se-2?accountid=13360,IN
14545,net_metering,"Kentucky's solar industry smacked by tax, state bill: Environmental advocate: It's part of a national attack by utilities","Bruggers, James","Indianapolis Star; Indianapolis, Ind.","Jan 28, 2018","Indianapolis, Ind.",A.1,News,https://www.proquest.com/newspapers/kentuckys-solar-industry-smacked-tax-state-bill/docview/1991695513/se-2?accountid=13360,IN
14593,net_metering,Dvorak points to his experience,"Parrott, Jeff","South Bend Tribune; South Bend, Ind.","Apr 20, 2011","South Bend, Ind.",A.1,,https://www.proquest.com/newspapers/dvorak-points-his-experience/docview/863012741/se-2?accountid=13360,IN
14687,net_metering,Two-thirds of environmental bills have died,"Bowman, Sarah; Gibson, London","Indianapolis Star; Indianapolis, Ind.","Mar 1, 2021","Indianapolis, Ind.",A.4,News,https://www.proquest.com/newspapers/two-thirds-environmental-bills-have-died/docview/2494078002/se-2?accountid=13360,IN
14704,net_metering,"Turn backyard into pollinator oasis: Try more native plants to attract butterflies, bees","Gibson, London","Indianapolis Star; Indianapolis, Ind.","Apr 11, 2021","Indianapolis, Ind.",F.8,News,https://www.proquest.com/newspapers/turn-backyard-into-pollinator-oasis/docview/2510664249/se-2?accountid=13360,IN
14720,net_metering,Dear lawmakers:,,"Indianapolis Star; Indianapolis, Ind.","Dec 27, 2010","Indianapolis, Ind.",,BUSINESS,https://www.proquest.com/newspapers/dear-lawmakers/docview/822291142/se-2?accountid=13360,IN
14767,net_metering,Area roundup: 6th Annual Ride for the Mounds benefit goes virtual,,"Star Press; Muncie, Ind.","Sep 12, 2020","Muncie, Ind.",A.3,News,https://www.proquest.com/newspapers/area-roundup/docview/2441761632/se-2?accountid=13360,IN
14793,net_metering,Indiana energy companies join forces,"Stowe, Gene","South Bend Tribune; South Bend, Ind.","Feb 23, 2008","South Bend, Ind.",C.8,,https://www.proquest.com/newspapers/indiana-energy-companies-join-forces/docview/417553184/se-2?accountid=13360,IN
14799,net_metering,How should we respond to being last on the lists?,"Ryerson, Dennis","Indianapolis Star; Indianapolis, Ind.","Apr 25, 2010","Indianapolis, Ind.",,Editorial,https://www.proquest.com/newspapers/how-should-we-respond-being-last-on-lists/docview/89312471/se-2?accountid=13360,IN
14826,net_metering,IndyStar's Scrub Hub responds: We research complex environmental questions,"Gibson, London; Bowman, Sarah","Indianapolis Star; Indianapolis, Ind.","Aug 11, 2020","Indianapolis, Ind.",A.3,News,https://www.proquest.com/newspapers/indystars-scrub-hub-responds/docview/2432363573/se-2?accountid=13360,IN
14860,net_metering,Coal or renewables: Groups weigh in,"Bowman, Sarah","Star Press; Muncie, Ind.","Nov 18, 2020","Muncie, Ind.",A.3,News,https://www.proquest.com/newspapers/coal-renewables-groups-weigh/docview/2461186437/se-2?accountid=13360,IN
14864,net_metering,Coal or renewables: Groups weigh in,"Bowman, Sarah","Indianapolis Star; Indianapolis, Ind.","Nov 17, 2020","Indianapolis, Ind.",A.3,News,https://www.proquest.com/newspapers/coal-renewables-groups-weigh/docview/2460953313/se-2?accountid=13360,IN
14925,net_metering,"Landfill emissions of greenhouse gases can be repurposed: South-side site in 2020 prevented 19,000 tons of methane from being released into the atmosphere","Bowman, Sarah","Indianapolis Star; Indianapolis, Ind.","Apr 25, 2021","Indianapolis, Ind.",F.8,News,https://www.proquest.com/newspapers/landfill-emissions-greenhouse-gases-can-be/docview/2517748569/se-2?accountid=13360,IN
14943,net_metering,Utilities attempting to remain relevant,"Bowman, Sarah; Hopkins, Emily","Star Press; Muncie, Ind.","May 20, 2019","Muncie, Ind.",A.4,News,https://www.proquest.com/newspapers/utilities-attempting-remain-relevant/docview/2227345289/se-2?accountid=13360,IN
14944,net_metering,"Energy changes drain utilities' power: Without reinventing themselves, they face possibility of becoming irrelevant","Bowman, Sarah; Hopkins, Emily","Indianapolis Star; Indianapolis, Ind.","May 20, 2019","Indianapolis, Ind.",A.1,News,https://www.proquest.com/newspapers/energy-changes-drain-utilities-power/docview/2227345022/se-2?accountid=13360,IN
14945,net_metering,Utilities fighting to stay relevant as energy changes,"Bowman, Sarah; Hopkins, Emily","Palladium - Item; Richmond, Ind.","May 20, 2019","Richmond, Ind.",A.4,News,https://www.proquest.com/newspapers/utilities-fighting-stay-relevant-as-energy/docview/2227344996/se-2?accountid=13360,IN
14984,RPS,Mom-and-pop joint dishes up some superb pies: RP's Pizza serves up,"Shuey, Mickey","Star Press; Muncie, Ind.","Mar 11, 2016","Muncie, Ind.",D.2,Features,https://www.proquest.com/newspapers/mom-pop-joint-dishes-up-some-superb-pies/docview/1772150901/se-2?accountid=13360,IN
15051,RPS,State policy delays wind farm,"Slabaugh, Seth","Star Press; Muncie, Ind.","Oct 6, 2010","Muncie, Ind.",,NEWS,https://www.proquest.com/newspapers/state-policy-delays-wind-farm/docview/756674158/se-2?accountid=13360,IN
15127,RPS,Curiosity fuels the coding whiz,"Lange, Kaitlin L","Indianapolis Star; Indianapolis, Ind.","Jul 17, 2016","Indianapolis, Ind.",D.2,News,https://www.proquest.com/newspapers/curiosity-fuels-coding-whiz/docview/1804685630/se-2?accountid=13360,IN
15211,RPS,Tippecanoe County wind energy projects stall,"Weddle, Eric","Journal & Courier; Lafayette, Ind.","Apr 4, 2012","Lafayette, Ind.",,NEWS,https://www.proquest.com/newspapers/tippecanoe-county-wind-energy-projects-stall/docview/963939077/se-2?accountid=13360,IN
15220,RPS,Housing summit set for Wednesday,,"Indianapolis Star; Indianapolis, Ind.","Feb 7, 2005","Indianapolis, Ind.",,"BUSINESS - INDIANAPOLIS, INC.",https://www.proquest.com/newspapers/housing-summit-set-wednesday/docview/240718982/se-2?accountid=13360,IN
15234,RPS,"Tax breaks plentiful; results vary: Indianapolis has given out millions in abatements to companies, but not all have created the promised jobs.","Fritze, John","Indianapolis Star; Indianapolis, Ind.","Aug 29, 2004","Indianapolis, Ind.",,NEWS,https://www.proquest.com/newspapers/tax-breaks-plentiful-results-vary/docview/240737195/se-2?accountid=13360,IN
