,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
8302,clean_energy_standard,Fears cloudenergy plans: Nations freeze nuclear plant projects as Japan's hit by crisis.,"Charlton, Angela","The Hutchinson News; Hutchinson, Kan","Mar 15, 2011","Hutchinson, Kan.",,,https://www.proquest.com/newspapers/fears-cloudenergy-plans/docview/856948374/se-2?accountid=13360,KS
8329,clean_energy_standard,"Full text of President Obama's State of the Union speech: Remarks as prepared for delivery -- ""An America Built to Last""",President Barack Obama,"Daily Journal World; Lawrence, Kan.","Jan 24, 2012","Lawrence, Kan.",,,https://www.proquest.com/newspapers/full-text-president-obamas-state-union-speech/docview/917550247/se-2?accountid=13360,KS
8508,emissions_tax,House rejects carbon emissions tax,"Carlson, James","Topeka Capital Journal; Topeka, Kan.","Apr 2, 2008","Topeka, Kan.",1,BUSINESS,https://www.proquest.com/newspapers/house-rejects-carbon-emissions-tax/docview/405777554/se-2?accountid=13360,KS
8628,emissions_tax,House rejects carbon emissions tax,"Carlson, James","Topeka Capital Journal; Topeka, Kan.","Apr 2, 2008","Topeka, Kan.",1,BUSINESS,https://www.proquest.com/newspapers/house-rejects-carbon-emissions-tax/docview/405777554/se-2?accountid=13360,KS
9244,gas_tax,Hardly a break,Anonymous,"Topeka Capital Journal; Topeka, Kan.","Apr 25, 2008","Topeka, Kan.",4,OPINION,https://www.proquest.com/newspapers/hardly-break/docview/405776050/se-2?accountid=13360,KS
9444,gas_tax,Funding fight puts heat on Kan. hospital: Closure 'possible';$3M more stirs up Hamilton residents.,"Cauthon, Phil","The Hutchinson News; Hutchinson, Kan","May 16, 2013","Hutchinson, Kan.",,,https://www.proquest.com/newspapers/funding-fight-puts-heat-on-kan-hospital/docview/1351692136/se-2?accountid=13360,KS
9652,gas_tax,Congress under gun on transportation aid: Road chief on trip to seek states' OK on legislation as highway trust fund teetering.,"Lowy, Joan","The Hutchinson News; Hutchinson, Kan","Apr 16, 2014","Hutchinson, Kan.",,,https://www.proquest.com/newspapers/congress-under-gun-on-transportation-aid/docview/1516414216/se-2?accountid=13360,KS
9925,gas_tax,Analysts slash state revenue projections,"Carpenter, Tim","Topeka Capital Journal; Topeka, Kan.","Apr 21, 2020","Topeka, Kan.",1,A,https://www.proquest.com/newspapers/analysts-slash-state-revenue-projections/docview/2392306685/se-2?accountid=13360,KS
11189,gas_tax,Survey brings streets to front: Citizens see need; city commission to consider proposal,,"The Salina Journal; Salina, Kan.","Jul 19, 2006","Salina, Kan.",,News,https://www.proquest.com/newspapers/survey-brings-streets-front/docview/381143834/se-2?accountid=13360,KS
12962,gas_tax,Congress returns amid sour mood over slow economy,"Abrams, Jim","The Hutchinson News; Hutchinson, Kan","Sep 6, 2011","Hutchinson, Kan.",,,https://www.proquest.com/newspapers/congress-returns-amid-sour-mood-over-slow-economy/docview/887617035/se-2?accountid=13360,KS
14062,net_metering,"Kansas lags in energy conservation, protecting environment: State falls behind in process known as net metering","Metz, Christine","Daily Journal World; Lawrence, Kan.","Sep 25, 2008","Lawrence, Kan.",,,https://www.proquest.com/newspapers/kansas-lags-energy-conservation-protecting/docview/238766686/se-2?accountid=13360,KS
14103,net_metering,"State signs off on renewable energy optionsWind, solar savingsNet metering law in play","Deines, Angela","Topeka Capital Journal; Topeka, Kan.","Oct 15, 2010","Topeka, Kan.",1,Local,https://www.proquest.com/newspapers/state-signs-off-on-renewable-energy-optionswind/docview/808578286/se-2?accountid=13360,KS
14231,net_metering,Holmes: Energy bill agreement on horizon: [Capital-Journal Edition],"Carpenter, Tim","Topeka Capital Journal; Topeka, Kan.","Feb 26, 2008","Topeka, Kan.",,Local,https://www.proquest.com/newspapers/holmes-energy-bill-agreement-on-horizon/docview/405769275/se-2?accountid=13360,KS
14234,net_metering,Holmes: Energy bill agreement on horizon: [Second Edition],"Carpenter, Tim","Topeka Capital Journal; Topeka, Kan.","Feb 26, 2008","Topeka, Kan.",,Local,https://www.proquest.com/newspapers/holmes-energy-bill-agreement-on-horizon/docview/405765092/se-2?accountid=13360,KS
14240,net_metering,Energy bill focuses on solar panels,"Marso, Andy","Topeka Capital Journal; Topeka, Kan.","Feb 5, 2014","Topeka, Kan.",A.1,News,https://www.proquest.com/newspapers/energy-bill-focuses-on-solar-panels/docview/1494134222/se-2?accountid=13360,KS
14274,net_metering,Committee unexpectedly tables solar power bill,"Marso, Andy","Topeka Capital Journal; Topeka, Kan.","Feb 12, 2014","Topeka, Kan.",A.3,News,https://www.proquest.com/newspapers/committee-unexpectedly-tables-solar-power-bill/docview/1497042014/se-2?accountid=13360,KS
14289,net_metering,County approves wind energy systems,"Stineman, Darrin","The Salina Journal; Salina, Kan.","May 14, 2008","Salina, Kan.",A.5,Local News,https://www.proquest.com/newspapers/county-approves-wind-energy-systems/docview/381184066/se-2?accountid=13360,KS
14356,net_metering,Kuether warns of new attack: Democrat foresees another push to quash renewable energy standards,"Marso, Andy","Topeka Capital Journal; Topeka, Kan.","Apr 1, 2014","Topeka, Kan.",A.2,News,https://www.proquest.com/newspapers/kuether-warns-new-attack/docview/1511462103/se-2?accountid=13360,KS
14359,net_metering,"Kansas has 27,000 jobs in clean energy sector","Chilson, Morgan","Topeka Capital Journal; Topeka, Kan.","Mar 23, 2016","Topeka, Kan.",A.2,News,https://www.proquest.com/newspapers/kansas-has-27-000-jobs-clean-energy-sector/docview/1775010384/se-2?accountid=13360,KS
14439,net_metering,Need for renewable energy debated: Bills struggle to advance as result of differing beliefs on human-caused climate change,"Marso, Andy","Topeka Capital Journal; Topeka, Kan.","Feb 17, 2014","Topeka, Kan.",A.1,News,https://www.proquest.com/newspapers/need-renewable-energy-debated/docview/1498344744/se-2?accountid=13360,KS
14496,net_metering,Other voices,Anonymous,"Topeka Capital Journal; Topeka, Kan.","Jun 17, 2009","Topeka, Kan.",4,OPINION,https://www.proquest.com/newspapers/other-voices/docview/405784109/se-2?accountid=13360,KS
14553,net_metering,Kansas a loser in wind energy,Anonymous,"The Salina Journal; Salina, Kan.","Oct 7, 2007","Salina, Kan.",A.1,Columns,https://www.proquest.com/newspapers/kansas-loser-wind-energy/docview/381181190/se-2?accountid=13360,KS
14606,net_metering,"Gov. vetoes coal plant bill: Sebelius, Legislature may be headed for showdown over 'policy issue'","Rothschild, Scott","Daily Journal World; Lawrence, Kan.","Mar 22, 2008","Lawrence, Kan.",,,https://www.proquest.com/newspapers/gov-vetoes-coal-plant-bill/docview/238756575/se-2?accountid=13360,KS
14613,net_metering,Barnard,Anonymous,"The Salina Journal; Salina, Kan.","Nov 11, 2007","Salina, Kan.",A.1,Letters,https://www.proquest.com/newspapers/barnard/docview/381178953/se-2?accountid=13360,KS
14624,net_metering,House passes coal plant bill,Anonymous,"Daily Journal World; Lawrence, Kan.","Feb 19, 2008","Lawrence, Kan.",,,https://www.proquest.com/newspapers/house-passes-coal-plant-bill/docview/238756941/se-2?accountid=13360,KS
14650,net_metering,WIND INDUSTRY TAX BREAK SUPPORTED: BROWNBACK WANTS STATE ASSOCIATED WITH RENEWABLE RESOURCES,"Jones, Walter C","Topeka Capital Journal; Topeka, Kan.","Jun 5, 2012","Topeka, Kan.",A.1,News,https://www.proquest.com/newspapers/wind-industry-tax-break-supported/docview/1018431213/se-2?accountid=13360,KS
14685,net_metering,June 1 deadline set for coal plants: Developers' comments come after plan gains approval in House,"Rothschild, Scott","Daily Journal World; Lawrence, Kan.","Feb 19, 2008","Lawrence, Kan.",,,https://www.proquest.com/newspapers/june-1-deadline-set-coal-plants/docview/238755217/se-2?accountid=13360,KS
14723,net_metering,"Importance of wind power on minds of event speakers, guests","Metz, Christine","Daily Journal World; Lawrence, Kan.","Dec 07, 2008","Lawrence, Kan.",,,https://www.proquest.com/newspapers/importance-wind-power-on-minds-event-speakers/docview/238726486/se-2?accountid=13360,KS
14725,net_metering,"Power politics: Some people are sure to be upset by Gov. Mark Parkinson's compromise to allow construction of a coal-fired power plant, but the plan also will allow the state to ramp up its alternative energy efforts",Anonymous,"Daily Journal World; Lawrence, Kan.","May 06, 2009","Lawrence, Kan.",,,https://www.proquest.com/newspapers/power-politics/docview/238821049/se-2?accountid=13360,KS
14754,net_metering,Getting some sun,"Green, John","The Hutchinson News; Hutchinson, Kan","May 23, 2014","Hutchinson, Kan.",,,https://www.proquest.com/newspapers/getting-some-sun/docview/1527357525/se-2?accountid=13360,KS
14771,net_metering,Coal bill advances; showdown vote today,"Carpenter, Tim","Topeka Capital Journal; Topeka, Kan.","Feb 27, 2009","Topeka, Kan.",1,Local,https://www.proquest.com/newspapers/coal-bill-advances-showdown-vote-today/docview/405789566/se-2?accountid=13360,KS
14776,net_metering,"Coal compromise reachedParkinson, utility outline potential deal to allow Holcomb plant","Carpenter, Tim","Topeka Capital Journal; Topeka, Kan.","May 5, 2009","Topeka, Kan.",1,Local,https://www.proquest.com/newspapers/coal-compromise-reachedparkinson-utility-outline/docview/405783905/se-2?accountid=13360,KS
14778,net_metering,"Coal compromise reachedParkinson, utility outline potential deal to allow Holcomb plant","Carpenter, Tim","Topeka Capital Journal; Topeka, Kan.","May 5, 2009","Topeka, Kan.",1,Local,https://www.proquest.com/newspapers/coal-compromise-reachedparkinson-utility-outline/docview/405782593/se-2?accountid=13360,KS
14781,net_metering,Coal bill advances; showdown vote today,"Carpenter, Tim","Topeka Capital Journal; Topeka, Kan.","Feb 27, 2009","Topeka, Kan.",1,Local,https://www.proquest.com/newspapers/coal-bill-advances-showdown-vote-today/docview/405789680/se-2?accountid=13360,KS
14812,net_metering,House committee OKs energy legislation: [Second Edition],"Carlson, James","Topeka Capital Journal; Topeka, Kan.","Feb 13, 2008","Topeka, Kan.",,1A,https://www.proquest.com/newspapers/house-committee-oks-energy-legislation/docview/405768390/se-2?accountid=13360,KS
14816,net_metering,Coal deal greeted warily,"Carpenter, Tim","Topeka Capital Journal; Topeka, Kan.","May 6, 2009","Topeka, Kan.",1,Local,https://www.proquest.com/newspapers/coal-deal-greeted-warily/docview/405781284/se-2?accountid=13360,KS
14820,net_metering,Coal deal greeted warily,"Carpenter, Tim","Topeka Capital Journal; Topeka, Kan.","May 6, 2009","Topeka, Kan.",1,Local,https://www.proquest.com/newspapers/coal-deal-greeted-warily/docview/405784043/se-2?accountid=13360,KS
14825,net_metering,House committee OKs energy legislation: [Capital-Journal Edition],"Carlson, James","Topeka Capital Journal; Topeka, Kan.","Feb 13, 2008","Topeka, Kan.",,1A,https://www.proquest.com/newspapers/house-committee-oks-energy-legislation/docview/405768557/se-2?accountid=13360,KS
14863,net_metering,Capitol thoughts from State Senator Roger Pine,Anonymous,"Daily Journal World; Lawrence, Kan.","Mar 08, 2008","Lawrence, Kan.",,,https://www.proquest.com/newspapers/capitol-thoughts-state-senator-roger-pine/docview/238752915/se-2?accountid=13360,KS
